med_id,medicine_name,type,months_to_expiry,unit_cost
G68X897679,Roadol,Antibiotic,12,550
J24M65510,Strongol,Antipsychotic,12,300
J56E739536,Pastin,Antihistamine,12,450
W0N64642,Insidestatin,Analgesic,12,650
W96L303337,Humanxone,Steroid,12,300
E19G528187,Followzepam,Antibiotic,12,200
Y17B474454,Forgetxone,Anticonvulsant,12,100
J42H309888,Economyzepam,Antibiotic,12,250
S47U925738,Eventxone,MuscleRelaxant,12,60
I9Z267101,Himzepam,Vaccine,12,60
X11W38597,Andzepam,Vaccine,12,300
L81L26723,Carexone,Antifungal,12,600
V33W825826,Somebodycillin,Respiratory,12,100
Q86I923505,Generationol,Antibiotic,12,350
Z44A717154,Societyvir,Vitamin,12,400
A94L410067,Tenxone,Antipyretic,12,400
P6R403645,Customerzepam,Vaccine,12,600
A70A566837,Uponin,Cardiovascular,12,70
Y81U34408,Taskol,Antipsychotic,12,250
P66I758859,Determinestatin,Immunosuppressant,12,110
R75Q834586,Shortin,Antihistamine,12,95
B41X679109,Healthin,Antifungal,12,65
Z79X484499,Childin,Anti-inflammatory,12,90
M2S150555,Twoin,Antipsychotic,12,450
R6Y497729,Structurevir,Anticonvulsant,12,300
N59M735753,Answercillin,Antifungal,12,500
I40H162452,Typestatin,Steroid,12,600
A5K905544,Fillstatin,Antifungal,12,600
Z89S749701,Wallxone,Immunosuppressant,12,150
H92E406139,Specialxone,Anticonvulsant,12,45
Z78M948421,Suggestol,Anticoagulant,12,140
B64H689207,Musicol,MuscleRelaxant,12,200
T41N740035,Variousin,Antihistamine,12,450
Y6W887583,Storycillin,Vaccine,12,550
L64I10878,Spacestatin,Diuretic,12,105
D51G996437,Technologyzepam,Vaccine,12,110
N62G779512,Performancecillin,Antidepressant,12,600
R20B710393,Otherscillin,Antidepressant,12,115
X78G301596,Factorcillin,Antihistamine,12,250
R32J409690,Insteadzepam,Anticoagulant,12,300
Q12B768430,Canvir,Antipsychotic,12,60
S15Y832333,Agexone,Antifungal,12,300
Z53W527410,Interestingxone,Anti-inflammatory,12,500
A11Q743328,Passvir,Anticonvulsant,12,105
E75H130976,Seriousol,MuscleRelaxant,12,50
C90I773233,Reportcillin,Antiviral,12,550
U11I971706,Maybein,Anticonvulsant,12,550
W71M527065,Mayin,Antifungal,12,120
J70A644607,Centurycillin,Antibiotic,12,105
Z84M847968,Usin,Antihypertensive,12,110
X15U551935,Buildingstatin,Steroid,12,550
Q51L188970,Holdvir,Anti-inflammatory,12,110
C67U268494,Areaol,Respiratory,12,120
I23X760948,Changecillin,Antihypertensive,12,250
I25H470316,Timeol,Anticonvulsant,12,250
O22D956927,Publicxone,Antihistamine,12,450
A13M648350,Despitestatin,Antipsychotic,12,250
J30S739280,Preventxone,Immunosuppressant,12,55
Q63M719743,Everybodystatin,Anticonvulsant,12,200
Z39M104310,Wifexone,Antihistamine,12,600
F15N422368,Coldstatin,Vitamin,12,150
F92O754474,Scienceol,Antihistamine,12,75
A72E611196,Developol,Antipsychotic,12,50
W31O679233,Notstatin,Cardiovascular,12,90
A61K328398,Breakin,Vaccine,12,450
A50R934143,Societystatin,Cardiovascular,12,150
I38N871457,Togetherin,Steroid,12,550
E90X699492,Healthzepam,Antihistamine,12,110
A30V580353,Savein,Antipsychotic,12,115
F14V705692,Reallyvir,Cardiovascular,12,150
D95T687225,Paperzepam,Antiviral,12,300
J90N30985,Mightcillin,Antipyretic,12,60
Q32P197593,Eveningol,Antiviral,12,60
W94J503202,Bagin,Antibiotic,12,650
J26V305920,Courseol,Antibiotic,12,95
A83W562787,Showol,Cardiovascular,12,650
Y24D735149,Changezepam,Immunosuppressant,12,500
K38T203368,Quicklyxone,Anti-inflammatory,12,500
G57D695485,Darkzepam,Anti-inflammatory,12,300
Y29S778193,Howeverin,Antiviral,12,250
E87A992638,Environmentxone,Antihistamine,12,500
V25K341688,Fallxone,Immunosuppressant,12,450
M5H970577,Defenseol,Antipsychotic,12,95
H76K665796,Facecillin,Antipyretic,12,450
Q43O406054,Groupin,Antihypertensive,12,450
I84S683321,Discoverxone,Antipsychotic,12,300
O59H242337,Threezepam,Antihistamine,12,50
X12H95283,Overstatin,Antipsychotic,12,650
R40A537797,Strategyol,Antipsychotic,12,550
V9C636592,Winxone,Vaccine,12,450
F82I192963,Mentionxone,Vaccine,12,70
G58R410132,Eventstatin,Cardiovascular,12,300
T28G86542,Lowzepam,Immunosuppressant,12,110
C93B86130,Leaderin,Anticonvulsant,12,75
H82N675148,Opportunityvir,Vitamin,12,250
J89Z17167,Fatherol,Steroid,12,650
A33I709540,Happyol,Respiratory,12,150
N32U214790,Watchxone,Antibiotic,12,80
M81B963199,Actstatin,Antipyretic,12,300
Y66H617468,Cultureol,Antibiotic,12,300
L25L145913,Naturalcillin,Antipsychotic,12,650
P35E81674,Justvir,Antiviral,12,60
X1S410105,Answerxone,Antihypertensive,12,300
Y65H96043,Hitzepam,Anticoagulant,12,80
D2M9504,Capitalol,MuscleRelaxant,12,650
Q94Q715430,Sameol,Antihypertensive,12,115
V36K444113,Fundin,Anti-inflammatory,12,250
E9P957231,Itsvir,Anticonvulsant,12,95
Z59N925478,Policein,Cardiovascular,12,250
R94B145576,Firexone,Analgesic,12,200
S1M604287,Learnzepam,MuscleRelaxant,12,50
C0H783759,Highcillin,Antidepressant,12,200
E92T882839,Wantzepam,Analgesic,12,400
B44L216289,Offin,Antipsychotic,12,500
M32K364069,Teamcillin,Anticonvulsant,12,50
N5P974688,Tovir,Anti-inflammatory,12,90
B90D188168,Chancecillin,Antifungal,12,400
K27U333850,Bothin,Vitamin,12,150
H83T304428,Itemzepam,Immunosuppressant,12,150
K33Z323483,Sometimesol,Anti-inflammatory,12,55
R11K242216,Issuestatin,Antifungal,12,650
M47M891763,Aroundcillin,Antipyretic,12,300
P60F558529,Courtin,Antihypertensive,12,600
N75F268497,Naturalzepam,Anticonvulsant,12,120
D61H738683,Wherein,Antiviral,12,95
W18C429740,Securityin,Antipyretic,12,250
B34Y51035,Keepvir,Antihypertensive,12,250
V39S835047,Culturalcillin,Antifungal,12,450
W52Q94513,Factorvir,Analgesic,12,450
N87H604998,Assumezepam,Anti-inflammatory,12,650
S81L941379,Aheadol,Anticonvulsant,12,70
V20R693687,Aftervir,Vaccine,12,550
I43D341346,Itselfxone,Antihistamine,12,90
V24Q278460,Citizenstatin,Anticonvulsant,12,600
G92D283282,Currentol,MuscleRelaxant,12,65
G52Q110461,Acrossol,Antibiotic,12,55
P63X260898,Cardin,Immunosuppressant,12,300
G62Y153078,Seeol,Antiviral,12,650
H50N293310,Noxone,Diuretic,12,300
L96A652932,Recordcillin,Vaccine,12,300
J81O124888,Waterol,Cardiovascular,12,80
L56J800751,Avoidzepam,Antiviral,12,400
O90V505172,Clearol,Antiviral,12,120
D25U290849,Leftstatin,Antipsychotic,12,650
E13B77680,Quicklyin,MuscleRelaxant,12,80
A44K879649,Analysiszepam,Antidepressant,12,80
T5C846509,Withoutin,Analgesic,12,300
F16J794935,Sayin,Antihypertensive,12,600
G20A760243,Authorin,Anti-inflammatory,12,350
F27W215100,Duringol,Cardiovascular,12,300
V75G294671,Armstatin,Antibiotic,12,95
D66E545068,Withincillin,MuscleRelaxant,12,120
J52B929,Pmin,Antihistamine,12,500
Y93Y50912,Commonol,Anti-inflammatory,12,70
I62W295321,Houseol,Analgesic,12,100
D18T553298,Pressurecillin,Antibiotic,12,350
O14Y356076,Happycillin,Vaccine,12,85
V30P372529,Analysiscillin,Anticoagulant,12,550
R10Q336800,Usevir,Analgesic,12,95
N27V418681,Differentin,Steroid,12,80
J38M209008,Supportcillin,Anti-inflammatory,12,105
K75D69519,Factorzepam,Anticoagulant,12,300
L80C663223,Realstatin,Vitamin,12,75
C44V468759,Wexone,Immunosuppressant,12,500
T7G757215,Roadstatin,Anti-inflammatory,12,600
F60O130938,Colorol,Analgesic,12,105
Y38R487240,Justcillin,Antibiotic,12,90
M64B24579,Himvir,Steroid,12,80
Y17H938706,Claimcillin,Respiratory,12,85
F26G224858,Bestol,Anti-inflammatory,12,550
N84I133909,Untilol,Antidepressant,12,500
B11L938319,Workstatin,Vaccine,12,450
Z10P768095,Managerstatin,Vitamin,12,450
I43I464283,Thisin,Immunosuppressant,12,200
I91P993989,Catchol,Analgesic,12,550
Y25U566543,Followol,Respiratory,12,75
R91W444595,Friendvir,MuscleRelaxant,12,90
V62X775999,Yeszepam,Antifungal,12,500
E74Y450904,Sciencezepam,Anticoagulant,12,150
I73N806656,Ourcillin,Antihypertensive,12,650
S90F663594,Fewcillin,Diuretic,12,60
T59Q193046,Bothstatin,Antihistamine,12,85
X83A436343,Anyol,Vaccine,12,650
R39B497409,Theorycillin,Antidepressant,12,85
W70G82088,Defensezepam,Antifungal,12,60
G65L27126,Resultstatin,Cardiovascular,12,300
U44A216432,Avoidol,Respiratory,12,150
O72I430118,Laycillin,MuscleRelaxant,12,80
R34D472713,Finallyzepam,Antipsychotic,12,600
G30R41245,Growin,Steroid,12,110
S67H764420,Clearcillin,Respiratory,12,300
J93P59304,Littlevir,Vaccine,12,650
P0F334484,Sooncillin,Antipyretic,12,80
O96S814415,Layvir,Respiratory,12,300
K12Z461941,Veryzepam,Steroid,12,150
S55B394835,Somebodyin,Vaccine,12,150
N7J196990,Statexone,Cardiovascular,12,65
L86M250978,Singleol,Antipsychotic,12,80
M56A211099,Courtstatin,Antihypertensive,12,250
U57L586570,Ableol,Antihypertensive,12,300
G37C914930,Safein,Steroid,12,450
D43O472581,Girlvir,Antipyretic,12,90
H2U952532,Membercillin,Respiratory,12,500
K67X175409,Computerin,Anticoagulant,12,85
A57B848879,Processvir,Antidepressant,12,350
S47E698280,Interestvir,Antifungal,12,500
R88E283836,Laterstatin,MuscleRelaxant,12,300
D85O618901,Greenzepam,Antiviral,12,115
Y37Z608988,Lawyerzepam,Vitamin,12,85
P32M343526,Kindin,MuscleRelaxant,12,200
G10A474830,Reasonzepam,MuscleRelaxant,12,115
U64T960699,Livestatin,Steroid,12,100
F65M580202,Threatin,Respiratory,12,95
J15A384054,Becausexone,Antihistamine,12,75
S16U120422,Sixxone,Steroid,12,70
B82S351222,Westxone,Antifungal,12,300
C8H515796,Myselfstatin,Antiviral,12,650
E32J475063,Callxone,Antipyretic,12,250
G90C564761,Suffervir,Antihistamine,12,50
K97W986465,Notein,Respiratory,12,110
O17B568496,Southzepam,Diuretic,12,450
G43J224,Institutionol,Anticoagulant,12,300
U24A537008,Plantzepam,Steroid,12,75
L14H35855,Standzepam,Anticonvulsant,12,55
J74V705203,Finalin,Steroid,12,600
I35K719195,Causeol,Antidepressant,12,105
U60G235465,Meetingxone,Antipsychotic,12,600
A47D469564,Anotherzepam,Immunosuppressant,12,60
I48G655146,Frontzepam,Antidepressant,12,120
L91T56471,Itsxone,Respiratory,12,55
G46L591401,Militaryol,Anti-inflammatory,12,450
U18V154298,Beforein,Vaccine,12,300
F87Z622122,Bedzepam,Antibiotic,12,150
J73P782900,Officercillin,Vaccine,12,650
U51K579258,Crimeol,Antipsychotic,12,140
J39D980000,Culturalvir,Respiratory,12,450
C61Z506257,Situationcillin,MuscleRelaxant,12,550
S56K214154,Simplycillin,Antiviral,12,250
L39M225671,Roleol,Anti-inflammatory,12,115
A8C491533,Spacezepam,Vitamin,12,200
F80O681540,Couldin,Respiratory,12,450
V52Y324491,Smilecillin,Anti-inflammatory,12,650
T54S963061,Fearvir,Immunosuppressant,12,50
C76H159232,Notin,Diuretic,12,650
V5K957884,Tendvir,Immunosuppressant,12,350
Q6A543359,Fatherxone,Antibiotic,12,120
A47U927042,Sideol,Anti-inflammatory,12,500
M77V393412,Movementol,Anticonvulsant,12,70
N32A972552,Practicexone,Anticoagulant,12,65
I48T632817,Buildzepam,Diuretic,12,350
W88W84426,Earlyzepam,Anticonvulsant,12,75
V22U170966,Catchstatin,Vitamin,12,450
S74E14644,Culturezepam,Antipyretic,12,400
H91T878746,Statecillin,Antibiotic,12,550
U57B359851,Dropvir,Antibiotic,12,550
N97T571804,Factin,Antihistamine,12,120
Q3X94652,Sendzepam,Anti-inflammatory,12,150
Q66N804458,Closexone,Anticoagulant,12,400
F9L912260,Letvir,Antipsychotic,12,300
J1M41439,Sometimesvir,Antifungal,12,600
G25L221503,Healthzepam,Cardiovascular,12,95
E79E954936,Betweenvir,Analgesic,12,400
K54U588048,Wellol,Steroid,12,600
N18M448991,Makeol,Antipyretic,12,110
H80T404955,Relateol,Antidepressant,12,65
K64T74937,Childol,Anticoagulant,12,300
T63S183100,Buildvir,Antidepressant,12,350
A46Y667293,Betterin,Antiviral,12,300
S22L184996,Economyol,MuscleRelaxant,12,105
S72A133267,Startvir,Antihistamine,12,55
V46X705599,Storein,Antiviral,12,115
F95J567152,Aboutol,Anticonvulsant,12,135
H19G602790,Attackvir,Steroid,12,150
A56S887354,Nextzepam,Antiviral,12,150
Y62N710408,Managecillin,Antidepressant,12,110
W78T660932,Votezepam,Antihypertensive,12,60
J27C801179,Raiseol,Cardiovascular,12,95
K22G271320,Twoxone,Anticonvulsant,12,550
L96U416440,Movementin,Antihypertensive,12,650
Q78U769975,Windowxone,Antifungal,12,150
E96W40316,Datastatin,Vitamin,12,110
Q65V254843,Latecillin,Respiratory,12,110
E92T652988,Managevir,Vaccine,12,105
Q96E150489,Presentzepam,Antiviral,12,300
Q70A643708,Yearstatin,Analgesic,12,110
V16G998979,Theyxone,Anticoagulant,12,50
R79M811990,Officestatin,Antihypertensive,12,600
G93C52557,Populationol,Antipyretic,12,65
U45O25509,Votezepam,Cardiovascular,12,450
U23V842643,Becausexone,Vitamin,12,95
P20V259807,Naturalcillin,Antihypertensive,12,400
V72Q969621,Closestatin,Antipyretic,12,650
J44G712643,Thenin,Analgesic,12,90
K14U385996,Concernvir,Respiratory,12,50
V65W107599,Bestcillin,Antiviral,12,550
O85Z146988,Feelingol,Antifungal,12,300
A97J752849,Pagein,Steroid,12,95
L80N445576,Anythingcillin,MuscleRelaxant,12,450
T31Y2951,Takecillin,Antidepressant,12,70
O19W427463,Fromcillin,Respiratory,12,85
Q79D253547,Tendxone,Antibiotic,12,650
C77E367736,Himselfzepam,Analgesic,12,50
E75L994115,Presidentvir,Antifungal,12,75
G54X164610,Nothingin,Antihypertensive,12,350
Y22N42213,Charactercillin,Antiviral,12,350
S64U492480,Sayzepam,Vitamin,12,650
Y24B297915,Fieldvir,Steroid,12,65
I56D193968,Justzepam,Anti-inflammatory,12,450
C40E155832,Membercillin,Anti-inflammatory,12,140
F33U839470,Concernol,MuscleRelaxant,12,650
A82I645032,Whenstatin,Antidepressant,12,600
C64U987470,Somethingxone,MuscleRelaxant,12,50
K32X6703,Longol,Antipyretic,12,90
P38Y806039,Ofvir,MuscleRelaxant,12,550
M6C403958,Modernvir,Diuretic,12,250
A92V531117,Actuallyol,Anticoagulant,12,120
U83V658349,Teachxone,Antihistamine,12,145
A49Y381833,Economiczepam,Antiviral,12,150
Q35B353010,Healthcillin,Vaccine,12,80
D73Y838192,Kindcillin,Cardiovascular,12,250
G37L297929,Optionzepam,Anticoagulant,12,300
L65W392358,Sellstatin,Antipyretic,12,550
K34P686862,Benefitcillin,Antihistamine,12,65
Y7W560348,Herezepam,MuscleRelaxant,12,350
I89F702323,Recordvir,Immunosuppressant,12,65
V98L675620,Homeol,Antihistamine,12,70
K53A196197,Gunvir,Cardiovascular,12,400
B20M504290,Managerzepam,Antibiotic,12,500
C9T488437,Enoughvir,Immunosuppressant,12,250
G42M589594,Teamvir,Antibiotic,12,250
L91L950346,Createol,Vitamin,12,75
Y14F195799,Testol,Respiratory,12,100
H51Z491023,Understandcillin,Analgesic,12,115
O10J860877,Onin,MuscleRelaxant,12,400
X3M977270,Includingvir,Antiviral,12,550
C57O579556,Makexone,Analgesic,12,350
F95W136658,Storyzepam,Anti-inflammatory,12,400
O97B379703,Backol,Antibiotic,12,65
K55Y124343,Twocillin,Respiratory,12,600
P37P964800,Raisezepam,Immunosuppressant,12,300
B67I242458,Ifin,MuscleRelaxant,12,650
W1M428260,Anyin,Immunosuppressant,12,450
X15I317287,Decisionin,Antipsychotic,12,650
C93D34039,Leaderzepam,Cardiovascular,12,150
F0D340519,Evidencestatin,Diuretic,12,400
E61K950531,Nearlyin,Cardiovascular,12,600
Z72Q844668,Daughtervir,Immunosuppressant,12,80
E82U581359,Agentzepam,Antibiotic,12,450
E63Z551566,Watervir,Antidepressant,12,90
T21T913214,Structurein,Analgesic,12,300
U86B417966,Paintingzepam,Anticonvulsant,12,200
E74I658832,Federalcillin,Vitamin,12,500
L74V286676,Carecillin,Anticoagulant,12,300
C46F490888,Hugecillin,Cardiovascular,12,120
Q28I693307,Startvir,Anti-inflammatory,12,85
I88S92164,Guyol,Cardiovascular,12,200
L99I566172,Norzepam,Antiviral,12,80
I61K473874,Forgetol,Analgesic,12,300
S61P47205,Beatxone,Immunosuppressant,12,300
A73S521576,Termstatin,Antihistamine,12,80
F48J640849,Picturecillin,Diuretic,12,85
G14Z600835,Easyin,Antihypertensive,12,115
W20B168720,Ontoxone,Analgesic,12,300
C18J404392,Drivexone,Vitamin,12,70
D24D23078,Countrycillin,Antiviral,12,90
T15D662948,Stagexone,Antihistamine,12,115
I39U537634,Analysiscillin,Antihypertensive,12,450
D78S998466,Effectol,Steroid,12,75
D30U156600,Billcillin,MuscleRelaxant,12,65
Q47G971449,Hospitalstatin,Steroid,12,600
U45P281989,Classol,Vaccine,12,300
J90T287178,Largestatin,Antihypertensive,12,95
M60Y165399,Phoneol,Antidepressant,12,95
X44U182580,Healthol,Antipyretic,12,200
W21Q388560,Systemol,Anti-inflammatory,12,150
E52X363644,Costzepam,Diuretic,12,100
G10Z817846,Bigvir,Anti-inflammatory,12,75
S78P499862,Growvir,Diuretic,12,500
T59X684092,Eatvir,Steroid,12,400
Y89T876697,Includingxone,Analgesic,12,95
D11B111213,Waterxone,Antipsychotic,12,70
Q35O676856,Relationshipstatin,Anticoagulant,12,110
U82L755361,Alwaysxone,Diuretic,12,350
C61O24952,Threein,Antihistamine,12,350
H73W769590,Thosestatin,Antipsychotic,12,200
P75A640753,Activitycillin,Antiviral,12,550
M66F187309,Airxone,Anticonvulsant,12,85
I74N186949,Untilin,Antipsychotic,12,45
R84N202502,Picturexone,Analgesic,12,350
X10D902592,Finalzepam,Vitamin,12,600
O36H149269,Suchol,Vaccine,12,70
S59U589086,Beyondcillin,Antihistamine,12,350
P47L722108,Benefitzepam,Immunosuppressant,12,450
O87Y81078,Tablein,Antipyretic,12,300
R0Q773048,Certainol,Diuretic,12,110
S56K121544,Environmentalcillin,Antihistamine,12,200
K85E754846,Livevir,Cardiovascular,12,300
S19X842347,Necessaryvir,Anticonvulsant,12,150
L94Z704522,Somebodystatin,Antihypertensive,12,600
T10M693132,Authorityvir,MuscleRelaxant,12,300
O30M84625,Republicanol,Antidepressant,12,400
Z46G341631,Windcillin,Analgesic,12,150
S75Z14094,Standardol,Anticonvulsant,12,105
G35L349590,Congressol,Vaccine,12,450
C9L297508,Fatherxone,Anti-inflammatory,12,100
S25G818565,Ifcillin,Cardiovascular,12,60
E29N445831,Claimstatin,MuscleRelaxant,12,130
A6K413500,Fourzepam,Antiviral,12,450
J53Y700081,Historyin,Antipsychotic,12,250
X99J157451,Votexone,Immunosuppressant,12,85
O54G414242,Ontostatin,Anti-inflammatory,12,550
K85O788245,Legxone,Immunosuppressant,12,150
S99E304361,Whatevervir,Diuretic,12,550
M58I696890,Justin,Antifungal,12,550
H51Q522237,Almostcillin,Anticonvulsant,12,450
U11P174193,Styleol,Antihypertensive,12,300
F75T764546,Thingin,Antiviral,12,400
R41P622380,Citizencillin,Cardiovascular,12,65
R64J373111,Pickzepam,Antipsychotic,12,550
Y77A552872,Thirdol,MuscleRelaxant,12,500
K97Q4847,Historyxone,Immunosuppressant,12,300
P27R574944,Articlestatin,Antifungal,12,115
D8P283069,Economicin,Anticonvulsant,12,120
M28L354729,Smallcillin,Antipyretic,12,300
C34K417736,Sovir,Anticoagulant,12,140
M62Z688110,Sendxone,Antipyretic,12,550
G67X155128,Agreementxone,Antipyretic,12,300
J73D497319,Showin,Antipyretic,12,95
S97V662656,Spendin,Antibiotic,12,650
K36E350296,Orderol,Antipyretic,12,200
D76M156608,Frontin,Antidepressant,12,150
U85T150579,Thesevir,Antihistamine,12,50
F55U834858,Sciencecillin,Antihypertensive,12,300
S56R648496,Anyonexone,Antipsychotic,12,145
V78J359107,Everyoneol,Antipyretic,12,70
W30Y517386,Neverzepam,Anti-inflammatory,12,650
M28M674558,Actuallyxone,Anticonvulsant,12,70
A63V185605,Meol,Anti-inflammatory,12,350
Q62J534808,Morestatin,Immunosuppressant,12,100
E28B6059,Seekol,Antibiotic,12,650
S72F568276,Middlezepam,Vitamin,12,150
P85V532567,Drawvir,MuscleRelaxant,12,130
V82T391269,Weightol,Antihypertensive,12,450
K44Y521531,Quicklyin,Vaccine,12,500
K18Q747724,Budgetzepam,Cardiovascular,12,350
B67C540867,Thoughtcillin,Antipyretic,12,300
T28P169378,Memorycillin,MuscleRelaxant,12,55
C98U794015,Difficultin,Immunosuppressant,12,200
R51K1184,Mediavir,Antipsychotic,12,300
D57H202118,Aboutzepam,Cardiovascular,12,300
M54I733173,Coursecillin,Anticonvulsant,12,400
C39J716641,Variousin,Antifungal,12,110
S64Z486317,Voicexone,Anti-inflammatory,12,500
I50I498713,Centuryin,Anti-inflammatory,12,300
S16Q284904,Feelol,Vitamin,12,120
E89A109599,Materialxone,Diuretic,12,500
Q58K552057,Senseol,Diuretic,12,350
D45X442179,Scorestatin,Antipsychotic,12,300
J36N754008,Focusin,Analgesic,12,650
N66D916320,Cardin,Antihistamine,12,400
F77L245023,Beststatin,Anti-inflammatory,12,550
A1E562008,Operationvir,Antidepressant,12,400
B98F962767,Throughoutvir,Antifungal,12,80
C56B181409,Popularol,Antiviral,12,600
R70Q400462,Attorneycillin,Diuretic,12,200
N67L175765,Edgeol,Antibiotic,12,600
Q38V193647,Stylevir,Respiratory,12,500
I42T862483,Leavexone,Anti-inflammatory,12,600
B67O106437,Nonestatin,Vitamin,12,65
C14O15234,Publiczepam,Antipyretic,12,115
Z30S238152,Smallxone,Vaccine,12,450
X78R627669,Adultstatin,Steroid,12,400
K35M886623,Operationin,Antibiotic,12,600
D37N566028,Situationvir,Antihypertensive,12,450
X5U176347,Deepstatin,MuscleRelaxant,12,600
L69N633677,Tripstatin,MuscleRelaxant,12,600
F71Q146891,Gasxone,Anti-inflammatory,12,150
H64E160587,Moviestatin,Anti-inflammatory,12,85
L8Q12439,Magazinezepam,Antiviral,12,200
Q47L118512,Familyxone,Antihistamine,12,70
D39L717372,Determineol,Antipsychotic,12,60
T26H916295,Thinkcillin,Antidepressant,12,350
M3M246030,Executivexone,Anticoagulant,12,350
X77P340487,Bornstatin,Antihypertensive,12,75
Y13V519053,Accountstatin,Antiviral,12,400
C17D265796,Restin,Respiratory,12,600
W33G336979,Readcillin,Antidepressant,12,300
O24R702610,Signcillin,Antipsychotic,12,150
P80L239516,Floorcillin,Immunosuppressant,12,550
V27L2581,Includexone,Diuretic,12,50
H77Y469144,Societycillin,Antihypertensive,12,105
I92O826801,Startstatin,Diuretic,12,500
B18Q97391,Themol,Cardiovascular,12,65
B24T733171,Oilvir,Antihistamine,12,550
G19G978581,Successfulxone,Vaccine,12,350
K55W945328,Findin,Anticoagulant,12,250
F97X854174,Roadstatin,Anticoagulant,12,350
Q34X979633,Bitol,Analgesic,12,450
U47G211724,Interestingxone,Antiviral,12,150
X41L325774,Lawyervir,Cardiovascular,12,350
A47V689901,Servein,Antipyretic,12,85
V10U630391,Tripcillin,Diuretic,12,50
H61J699301,Ideaxone,Antibiotic,12,60
S28M815281,Concernxone,Antidepressant,12,650
E9F14188,Notevir,Antifungal,12,200
K50V53187,Toool,Antifungal,12,105
D63Z12797,Shoulderin,Steroid,12,110
S80O555402,Meetingzepam,Antidepressant,12,300
V80V947561,Religiouscillin,Antibiotic,12,105
T37Q986763,Goodol,Diuretic,12,65
D39Y514355,Clearlystatin,Antipyretic,12,115
K83Z998957,Riskvir,Steroid,12,120
W10B546710,Tvzepam,Anticonvulsant,12,75
J43U320438,Situationstatin,Antifungal,12,250
N57T115420,Becausestatin,Antihypertensive,12,250
L3D469666,Towardxone,Anticoagulant,12,350
Y85N367323,Affectstatin,Antibiotic,12,650
M25R20669,Theorystatin,Diuretic,12,150
R93W148636,Muchin,Antidepressant,12,110
V8A807576,Aheadxone,Cardiovascular,12,450
P95Y739672,Taxxone,MuscleRelaxant,12,400
D27V38754,Topstatin,Vaccine,12,150
S65E941361,Cupzepam,Diuretic,12,250
H96R670648,Tablein,Antihypertensive,12,115
U23P250708,Herselfol,Anticoagulant,12,65
R37H9912,Operationvir,Vaccine,12,400
D68S569566,Opportunityvir,Analgesic,12,50
Q48J490622,Agexone,MuscleRelaxant,12,110
H74T88509,Centurycillin,Antidepressant,12,600
L15J92765,Powercillin,Antiviral,12,80
C86Q51979,Havein,Anti-inflammatory,12,600
K63T730752,Actuallyvir,Antipyretic,12,400
F5V386573,Recordcillin,Antibiotic,12,600
S63W342039,Mrsstatin,Antiviral,12,70
V9B282133,Carryol,Antihistamine,12,200
G85W573010,Openxone,Steroid,12,80
X70Q638625,Adultstatin,Antihypertensive,12,200
J42J149352,Thisvir,Immunosuppressant,12,100
H59F506304,Itemcillin,Anticoagulant,12,350
V53B941683,Choicecillin,Anticonvulsant,12,90
V70E505425,Coverin,Antidepressant,12,350
Q19H635959,Helpzepam,Antibiotic,12,95
R32P358290,Nearlyzepam,Vitamin,12,105
L98L172288,Mrvir,MuscleRelaxant,12,60
U17K66838,Actuallyol,Anti-inflammatory,12,500
Y79D542705,Remainvir,Respiratory,12,400
M75C522025,Barcillin,Antifungal,12,65
J30Z542249,Institutionzepam,Antifungal,12,100
N17H869369,Commercialvir,Anticonvulsant,12,250
N93G280730,Ideain,Antipyretic,12,450
H80N827343,Missionstatin,Analgesic,12,300
M24M6162,Significantxone,Vaccine,12,55
I7H442774,Actuallyzepam,Immunosuppressant,12,350
R6R597625,Eventxone,Antipsychotic,12,300
N13O255948,Whoin,Respiratory,12,300
W63P385147,Womanin,MuscleRelaxant,12,350
A25S835653,Sourcevir,Anti-inflammatory,12,350
S54L935542,Cellstatin,Antiviral,12,80
R41L375813,Heartvir,Antipyretic,12,100
E98O221826,Kidcillin,Steroid,12,450
D31I30381,Thingzepam,Antipyretic,12,150
O58Y398322,Americanxone,Respiratory,12,250
R33N608504,Beginstatin,Diuretic,12,50
O86O403566,Involvein,Diuretic,12,300
L27C772241,Middlestatin,Antibiotic,12,200
I90S242693,Reducestatin,Antiviral,12,55
L33Y35019,Investmentvir,Anticoagulant,12,350
G35O153327,Areavir,Antipsychotic,12,100
L61I108468,Acceptvir,Immunosuppressant,12,400
M96D156485,Debatezepam,Respiratory,12,400
A48G75642,Finishcillin,Anticoagulant,12,600
Y3R944893,Modelvir,Vitamin,12,550
I72M433897,Majorityvir,Steroid,12,150
T43K649970,Housexone,Antipsychotic,12,115
L23H332283,Attackxone,Analgesic,12,250
L97R453299,Attackstatin,Anticonvulsant,12,300
L52L861696,Agool,Anticonvulsant,12,75
V38F277950,Measurein,Diuretic,12,200
I0A844130,Practicein,Anticonvulsant,12,400
P35R906807,Setstatin,Cardiovascular,12,105
Q40S136837,Beatxone,Cardiovascular,12,300
N73F802562,Truthvir,Analgesic,12,300
P43V210977,Federalxone,Steroid,12,80
X39C565593,Truexone,Antihypertensive,12,350
S29L93386,Entirestatin,Steroid,12,400
C95Q31917,Healthvir,Antidepressant,12,200
L10D101212,Quitecillin,Immunosuppressant,12,300
V29V65818,Bycillin,Antipsychotic,12,300
